date,N-tourists,Sentiment,Baidu,WS-avg,N-tourist
2022/10/3,5.089311523,-0.336875401,4.597695186,1.052529051,5.089311523
2022/10/10,5.030219092,-0.721622398,4.859360493,1.180207825,5.030219092
2022/10/17,5.06196112,-0.515795951,5.230643033,1.241261791,5.06196112
2022/10/24,5.022527344,-0.68870555,4.695718022,1.163502132,5.022527344
2022/10/31,4.653309013,-0.718216148,4.975137584,1.230448921,4.653309013
2022/11/7,4.95069094,-0.742640747,4.678144926,0.925753972,4.95069094
2022/11/14,4.980925552,-0.661073263,4.706939566,1.006160309,4.980925552
2022/11/21,4.857187707,-0.607942174,4.722559889,1.073980052,4.857187707
2022/11/28,4.838924614,-0.63509442,5.28266742,1.167739185,4.838924614
2022/12/5,4.946957992,-0.544392751,4.748622104,1.211806811,4.946957992
2022/12/12,4.960608702,-0.530959892,4.727533124,1.336745548,4.960608702
2022/12/19,4.681304567,-0.704852187,4.656203647,1.137173193,4.681304567
2022/12/26,4.921728083,-0.757240257,4.644930708,1.176091259,4.921728083
2023/1/2,5.143807679,-0.682411318,4.709159677,1.141673694,5.143807679
2023/1/9,5.376116872,-0.438036291,4.776839149,1.041392685,5.376116872
2023/1/16,5.359683737,-0.420592401,4.685696964,1.141673694,5.359683737
2023/1/23,5.47142814,-0.441610752,4.734711842,1.244807071,5.47142814
2023/1/30,5.377934285,-0.355604102,4.776003429,1.029963223,5.377934285
2023/2/6,5.384512907,-0.390857213,5.227663075,0.980976763,5.384512907
2023/2/13,5.419841793,-0.403822191,4.718227573,1.094421213,5.419841793
2023/2/20,5.423163924,-0.309552274,4.699230503,1.188325715,5.423163924
2023/2/27,5.431220584,-0.283846874,4.670700325,1.029963223,5.431220584
2023/3/6,5.433292888,-0.300381311,4.661642341,0.940231795,5.433292888
2023/3/13,5.479778231,-0.29522642,4.716904404,1.006160309,5.479778231
2023/3/20,5.463116236,-0.373639682,4.803388825,1.109144469,5.463116236
2023/3/27,5.4074164,-0.259578299,4.772849582,1.035715552,5.4074164
2023/4/3,5.355215822,-0.162668286,4.73715287,1.137173193,5.355215822
2023/4/10,5.527415923,-0.228829022,4.72534799,0.954242509,5.527415923
2023/4/17,5.528195275,-0.174148104,4.779719115,1.057991947,5.528195275
2023/4/24,5.611435453,-0.211584296,4.716320597,1.046996563,5.611435453
2023/5/1,5.542395898,-0.265519493,4.663040975,1.073980052,5.542395898
2023/5/8,5.497499113,-0.325739035,4.726556065,1.128029814,5.497499113
2023/5/15,5.571076141,-0.372107778,4.66101717,1.012234456,5.571076141
2023/5/22,5.511439486,-0.382946349,4.625188937,1.068715812,5.511439486
2023/5/29,5.473635846,-0.329881781,4.637319581,0.961081934,5.473635846
2023/6/5,5.52706637,-0.304288034,4.649928443,1.012234456,5.52706637
2023/6/12,5.50370082,-0.129069729,4.675622554,0.93305321,5.50370082
2023/6/19,5.566430421,-0.080351326,4.639107811,1.073980052,5.566430421
2023/6/26,5.554559417,-0.235476516,4.630814195,0.910776816,5.554559417
2023/7/3,5.600701785,-0.304288034,4.649334859,1.035715552,5.600701785
2023/7/10,5.637247498,-0.200113667,4.692212192,1.012234456,5.637247498
2023/7/17,5.631592905,-0.200113667,4.722123656,1.084320886,5.631592905
2023/7/24,5.668996854,-0.264324734,4.729739687,0.967815317,5.668996854
2023/7/31,5.717378379,-0.198060261,4.676958677,0.947293649,5.717378379
2023/8/7,5.750094731,-0.177066107,4.708352904,0.895264649,5.750094731
2023/8/14,5.754718246,-0.15332826,4.682036715,0.918329954,5.754718246
2023/8/21,5.72568463,-0.217971094,4.631433622,0.910776816,5.72568463
2023/8/28,5.4356501,-0.214765955,4.70404751,1.244807071,5.4356501
2023/9/4,5.530875595,-0.336875401,4.688597775,1.012234456,5.530875595
2023/9/11,5.596999319,-0.242227344,4.646393923,0.961081934,5.596999319
2023/9/18,5.63000558,-0.210528902,4.56801388,0.93305321,5.63000558
2023/9/25,5.668034425,-0.192968826,4.553421799,1.057991947,5.668034425
2023/10/2,5.692572866,-0.141478987,4.6599162,1.184285738,5.692572866
2023/10/9,5.607075252,-0.148732508,4.604139618,1.207980403,5.607075252
2023/10/16,5.602133815,-0.196016519,4.590774981,1.188325715,5.602133815
2023/10/23,5.633087523,-0.200113667,4.53145337,1.02413368,5.633087523
2023/10/30,5.616218117,-0.258399751,4.51339075,0.961081934,5.616218117
2023/11/6,5.600746438,-0.329881781,4.582267956,1.180207825,5.600746438
2023/11/13,5.642915398,-0.283846874,4.604204446,1.196294645,5.642915398
2023/11/20,5.630987927,-0.224453222,4.58336883,1.012234456,5.630987927
2023/11/27,5.595562353,-0.259578299,4.584037071,1.079181246,5.595562353
2023/12/4,5.614078453,-0.252554516,4.630905641,0.974445896,5.614078453
2023/12/11,5.630242726,-0.179022391,4.733237401,1.109144469,5.630242726
