date,N-tourists,T_avg,Sentiment,Baidu,N-tourist
2017/10/9,5.568994468,1.42301169,-1.157050191,4.806925777,5.568994468
2017/10/16,5.644368663,1.370539523,-1.084816474,4.756788199,5.644368663
2017/10/23,5.642648488,1.375010048,-1.030248655,4.700539312,5.642648488
2017/10/30,5.658304327,1.355752458,-0.997971124,4.719372725,5.658304327
2017/11/6,5.669889363,1.358750424,-0.991794347,4.751340702,5.669889363
2017/11/13,5.672555936,1.34101034,-1.006791664,4.833918081,5.672555936
2017/11/20,5.671831655,1.216731267,-1.033675747,4.789496101,5.671831655
2017/11/27,5.639826023,1.311451111,-1.062256048,4.755684334,5.639826023
2017/12/4,5.653697687,1.241617624,-1.079996189,4.762108131,5.653697687
2017/12/11,5.683331669,1.223087822,-1.082498592,4.78970055,5.683331669
2017/12/18,5.659358957,1.174848642,-1.078047662,4.785173176,5.659358957
2017/12/25,5.677272892,1.24621712,-1.07603044,4.79019365,5.677272892
2018/1/1,5.581478605,1.23660923,-1.085797395,4.80545328,5.581478605
2018/1/8,5.627828584,1.08278537,-1.115348277,4.830851603,5.627828584
2018/1/15,5.680473305,1.241261791,-1.164104217,4.837000986,5.680473305
2018/1/22,5.685562611,1.223829572,-1.229504514,4.89580915,5.685562611
2018/1/29,5.661154595,0.906950408,-1.30770667,4.90795389,5.661154595
2018/2/5,5.739518549,1.105753419,-1.390716591,4.855743211,5.739518549
2018/2/12,5.785529138,1.22604725,-1.466695867,4.858621402,5.785529138
2018/2/19,5.820432015,1.241617624,-1.519701099,4.892673276,5.820432015
2018/2/26,5.572530071,1.290034611,-1.530789076,4.811186111,5.572530071
2018/3/5,5.586263151,1.235889007,-1.490206554,4.799285397,5.586263151
2018/3/12,5.62810578,1.29572414,-1.418113006,4.848743182,5.62810578
2018/3/19,5.653462402,1.286199757,-1.343805008,4.781360382,5.653462402
2018/3/26,5.607179346,1.337886927,-1.283819217,4.705897907,5.607179346
2018/4/2,5.630886337,1.329833554,-1.247028563,4.803620969,5.630886337
2018/4/9,5.637573778,1.360647501,-1.234138112,4.805874503,5.637573778
2018/4/16,5.714936342,1.326335861,-1.230895516,4.839113363,5.714936342
2018/4/23,5.702758718,1.372649033,-1.222240559,4.80643776,5.702758718
2018/4/30,5.698848385,1.406053303,-1.194575405,4.742450174,5.698848385
2018/5/7,5.605517292,1.394201439,-1.141866553,4.760791778,5.605517292
2018/5/14,5.643804904,1.44782226,-1.079358419,4.694139948,5.643804904
2018/5/21,5.627915547,1.462397998,-1.02275067,4.687921165,5.627915547
2018/5/28,5.612918361,1.46792507,-0.981175371,4.665627889,5.612918361
2018/6/4,5.588183158,1.438429325,-0.960776009,4.790327395,5.588183158
2018/6/11,5.621201217,1.436162647,-0.962422195,4.744347756,5.621201217
2018/6/18,5.600132883,1.444936571,-0.982558286,4.660799096,5.600132883
2018/6/25,5.619704671,1.45331834,-1.0193097,4.667238087,5.619704671
2018/7/2,5.633744095,1.457232889,-1.072025197,4.699959069,5.633744095
2018/7/9,5.682679264,1.438203189,-1.139803279,4.706103021,5.682679264
2018/7/16,5.716441593,1.444267912,-1.218085258,4.780576515,5.716441593
2018/7/23,5.725743433,1.45200561,-1.296554238,4.780144424,5.725743433
2018/7/30,5.741153963,1.462184007,-1.355301129,4.791178174,5.741153963
2018/8/6,5.765021473,1.45046906,-1.368556119,4.868109321,5.765021473
2018/8/13,5.773648238,1.434568904,-1.337960689,4.889116738,5.773648238
2018/8/20,5.776637996,1.454409259,-1.286422833,4.81845684,5.776637996
2018/8/27,5.676451251,1.422073688,-1.23390225,4.840720701,5.676451251
2018/9/3,5.646795689,1.448485473,-1.193335549,4.797253688,5.646795689
2018/9/10,5.571366384,1.443374761,-1.16967069,4.936237194,5.571366384
2018/9/17,5.639870809,1.44270369,-1.161205451,4.792279599,5.639870809
2018/9/24,5.637495734,1.420427295,-1.167210266,4.774582652,5.637495734
2018/10/1,5.863211,1.414495839,-1.188459739,4.770601668,5.863211
2018/10/8,5.647226439,1.38175953,-1.225568537,4.739493231,5.647226439
2018/10/15,5.666787459,1.36522048,-1.272153754,4.757115013,5.666787459
2018/10/22,5.679981768,1.384071663,-1.31674773,4.751710104,5.679981768
2018/10/29,5.693173618,1.352733653,-1.342710992,4.741742342,5.693173618
2018/11/5,5.701085936,1.374748346,-1.332552035,4.754302457,5.701085936
2018/11/12,5.731807872,1.363074487,-1.29381889,4.785507788,5.731807872
2018/11/19,5.762505261,1.311753861,-1.250955962,4.807189891,5.762505261
2018/11/26,5.728413037,1.309630167,-1.222278559,4.787722531,5.728413037
2018/12/3,5.722647905,1.29791676,-1.222093254,4.845222106,5.722647905
2018/12/10,5.740350055,1.153597118,-1.256904981,4.821480775,5.740350055
2018/12/17,5.742941047,1.285557309,-1.31945178,4.809539514,5.742941047
2018/12/24,5.716912739,1.206825876,-1.400026979,4.871386102,5.716912739
2018/12/31,5.740412433,1.128952863,-1.479982729,4.835005304,5.740412433
2019/1/7,5.736649833,1.253199496,-1.527828194,4.803655098,5.736649833
2019/1/14,5.749230632,1.230448921,-1.531019549,4.810380395,5.749230632
2019/1/21,5.774533753,1.206825876,-1.498022649,4.793392215,5.774533753
2019/1/28,5.826098137,1.270179551,-1.444477819,4.835417863,5.826098137
2019/2/4,5.951225287,1.306884355,-1.384384052,4.926522508,5.951225287
2019/2/11,5.831243786,1.280708418,-1.321739652,4.902416308,5.831243786
2019/2/18,5.647579532,1.262789985,-1.253698374,4.884381823,5.647579532
2019/2/25,5.685378929,1.281358073,-1.179281565,4.845866681,5.685378929
2019/3/4,5.680037117,1.254582601,-1.099395418,4.872634025,5.680037117
2019/3/11,5.743697866,1.272504652,-1.02257801,4.822795522,5.743697866
2019/3/18,5.755041277,1.323399444,-0.960208744,4.82230541,5.755041277
2019/3/25,5.736920527,1.328379603,-0.918429434,4.776330641,5.736920527
2019/4/1,5.73285435,1.346073416,-0.902152999,4.767178137,5.73285435
2019/4/8,5.717092723,1.375532979,-0.914959243,4.802575341,5.717092723
2019/4/15,5.746939188,1.359564472,-0.949790719,4.847264102,5.746939188
2019/4/22,5.746935299,1.415450333,-0.99681,4.779083981,5.746935299
2019/4/29,5.859611979,1.359564472,-1.04256785,4.820116038,5.859611979
2019/5/6,5.699337262,1.344953378,-1.069159098,4.696260257,5.699337262
2019/5/13,5.727646971,1.437070738,-1.073475373,4.673969601,5.727646971
2019/5/20,5.714565288,1.406053303,-1.065197316,4.688250699,5.714565288
2019/5/27,5.664657016,1.402629793,-1.055230596,4.699126322,5.664657016
2019/6/3,5.715469334,1.452224674,-1.053807284,4.662115356,5.715469334
2019/6/10,5.669083396,1.442479769,-1.065427493,4.678518379,5.669083396
2019/6/17,5.700923404,1.456582909,-1.085089409,4.645677662,5.700923404
2019/6/24,5.66323435,1.455062497,-1.106340157,4.64852589,5.66323435
2019/7/1,5.712730493,1.455062497,-1.121512949,4.651404019,5.712730493
2019/7/8,5.753436738,1.45397322,-1.123561372,4.668963349,5.753436738
2019/7/15,5.78805943,1.469611653,-1.112054189,4.688642252,5.78805943
2019/7/22,5.813414177,1.457881897,-1.089184009,4.717395862,5.813414177
2019/7/29,5.770572206,1.428597548,-1.057733115,4.873233385,5.770572206
2019/8/5,5.813018243,1.471710712,-1.020709998,4.720060025,5.813018243
2019/8/12,5.781984306,1.457016337,-0.98386998,4.708777708,5.781984306
2019/8/19,5.777019889,1.458529936,-0.953828734,4.707323154,5.777019889
2019/8/26,5.691423663,1.438881244,-0.935667817,4.672910245,5.691423663
2019/9/2,5.640063837,1.442031581,-0.934205607,4.623611052,5.640063837
2019/9/9,5.641009822,1.461541401,-0.952485246,4.572011452,5.641009822
2019/9/16,5.671625421,1.445826519,-0.987291721,4.572453363,5.671625421
2019/9/23,5.639147687,1.437297465,-1.034650993,4.557904021,5.639147687
2019/9/30,5.913671359,1.45046906,-1.089388245,4.636959046,5.913671359
2019/10/7,5.611404638,1.42882874,-1.143953935,4.562923026,5.611404638
2019/10/14,5.68713551,1.402875226,-1.191751394,4.560086048,5.68713551
2019/10/21,5.674969471,1.397691769,-1.225851589,4.562697224,5.674969471
2019/10/28,5.656421166,1.378397901,-1.238714167,4.556230112,5.656421166
2019/11/4,5.674897866,1.361727836,-1.225012485,4.558720567,5.674897866
2019/11/11,5.680077036,1.354382875,-1.191086646,4.610532411,5.680077036
2019/11/18,5.688488343,1.330993219,-1.152660146,4.646834866,5.688488343
2019/11/25,5.648989038,1.31386722,-1.122098747,4.688722299,5.648989038
2019/12/2,5.641059449,1.197477472,-1.108754125,4.75492141,5.641059449
2019/12/9,5.668636542,1.258363582,-1.118301053,4.783875006,5.668636542
2019/12/16,5.648778489,1.298853076,-1.149340338,5.001751015,5.648778489
2019/12/23,5.718658604,1.267171728,-1.201607882,4.850719734,5.718658604
2019/12/30,5.739803274,1.266500485,-1.277285732,4.780936263,5.739803274
2020/1/6,5.744093397,1.28971633,-1.381462483,4.781819976,5.744093397
2020/1/13,5.80352403,1.24972234,-1.520483166,4.818859053,5.80352403
2020/1/20,5.675130081,1.265154877,-1.700630093,4.667938344,5.675130081
2020/1/27,4.896349818,1.132168172,-1.917988866,4.402828605,4.896349818
2020/2/3,4.292986667,1.212187604,-2.103613407,4.355987592,4.292986667
2020/2/10,3.961848059,1.232269865,-2.119172579,4.881470252,3.961848059
2020/2/17,4.222326211,1.210280291,-2.007835931,4.763562754,4.222326211
2020/2/24,4.236814275,1.315370491,-1.88802676,4.750870798,4.236814275
2020/3/2,4.434712581,1.271841607,-1.813550882,4.700660459,4.434712581
2020/3/9,4.476672252,1.305351369,-1.795514495,4.674796864,4.476672252
2020/3/16,4.267640982,1.307496038,-1.81787604,4.740520586,4.267640982
2020/3/23,3.990250033,1.34214058,-1.869992686,4.789615962,3.990250033
2020/3/30,3.261024834,1.262789985,-1.943386109,4.774261423,3.261024834
2020/4/6,3.2929203,1.284591852,-2.025928674,4.780957838,3.2929203
2020/4/13,3.454997217,1.335314593,-2.11200432,4.812853219,3.454997217
2020/4/20,3.441066407,1.333878907,-2.203082599,4.767719712,3.441066407
2020/4/27,3.419790586,1.383815366,-2.302201215,4.598243192,3.419790586
2020/5/4,3.466571072,1.437524073,-2.414417121,4.552729037,3.466571072
2020/5/11,3.515608949,1.433655561,-2.510396269,4.543347759,3.515608949
2020/5/18,3.561459171,1.420662877,-2.488230773,4.533759352,3.561459171
2020/5/25,3.594613509,1.428134794,-2.309021123,4.572650915,3.594613509
2020/6/1,3.648847708,1.443821566,-2.063520992,4.515264345,3.648847708
2020/6/8,3.66029616,1.450908629,-1.836048755,4.516773278,3.66029616
2020/6/15,3.710963119,1.450908629,-1.673885706,4.491165517,3.710963119
2020/6/22,3.702516697,1.462611883,-1.577421371,4.46167857,3.702516697
2020/6/29,3.748110467,1.459607858,-1.546546255,4.476483822,3.748110467
2020/7/6,3.757775491,1.461969911,-1.596345368,4.47364752,3.757775491
2020/7/13,4.128011333,1.468558307,-1.737937528,4.460461827,4.128011333
2020/7/20,4.367505009,1.467290909,-2.004683493,4.443935427,4.367505009
2020/7/27,4.435079538,1.451786436,-2.552400454,4.439711549,4.435079538
2020/8/3,4.532690695,1.440684234,0,4.438099127,4.532690695
2020/8/10,4.600133974,1.4506889,-2.818362751,4.478941472,4.600133974
2020/8/17,4.677533956,1.441582929,-2.162345539,4.492969805,4.677533956
2020/8/24,4.784132095,1.465382851,-1.857051411,4.483501713,4.784132095
2020/8/31,4.880624976,1.463466374,-1.683162163,4.51263104,4.880624976
2020/9/7,4.953484245,1.443598221,-1.588791756,4.535812938,4.953484245
2020/9/14,5.012005788,1.444044796,-1.544367831,4.548217386,5.012005788
2020/9/21,5.014982309,1.439107028,-1.536501249,4.573892271,5.014982309
2020/9/28,5.089753258,1.425347868,-1.56310816,4.537995295,5.089753258
2020/10/5,5.033443861,1.396697391,-1.63033679,4.550411819,5.033443861
2020/10/12,5.067840516,1.402138509,-1.739479588,4.582915199,5.067840516
2020/10/19,5.099580514,1.358478735,-1.874520784,4.516151809,5.099580514
2020/10/26,5.120228332,1.367089564,-1.980516356,4.522418149,5.120228332
2020/11/2,5.12303453,1.373174814,-1.951375505,4.526119489,5.12303453
2020/11/9,5.115081049,1.343830444,-1.795102946,4.536166896,5.115081049
2020/11/16,5.166065829,1.375010048,-1.647708903,4.578616291,5.166065829
2020/11/23,5.166219873,1.327504891,-1.558357171,4.573764819,5.166219873
2020/11/30,5.118912542,1.214465378,-1.545416755,4.578845422,5.118912542
2020/12/7,5.117271296,1.279406185,-1.628391713,4.608878888,5.117271296
2020/12/14,5.113615838,1.122449936,-1.689098382,4.644064206,5.113615838
2020/12/21,5.165947296,1.238046103,-1.5165738,4.626319833,5.165947296
2020/12/28,5.132826209,1.163502132,-1.189518553,4.576893946,5.132826209
2021/1/4,5.041207083,1.122449936,-0.873644003,4.583708742,5.041207083
2021/1/11,5.064727468,1.125713571,-0.631787009,4.555940438,5.064727468
2021/1/18,5.066482467,1.244100327,-0.467053621,4.517024258,5.066482467
2021/1/25,5.016180617,1.246920431,-0.363313077,4.466096174,5.016180617
2021/2/1,5.027610514,1.282654476,-0.313398473,4.452430494,5.027610514
2021/2/8,4.908806599,1.244807071,-0.31572994,4.385141348,4.908806599
2021/2/15,4.922554197,1.275804778,-0.356977261,4.440389506,4.922554197
2021/2/22,5.038850559,1.291939415,-0.424452348,4.519814873,5.038850559
2021/3/1,5.123828783,1.283624244,-0.501228136,4.581130106,5.123828783
2021/3/8,5.200645336,1.308716824,-0.561783442,4.562292864,5.200645336
2021/3/15,5.209439945,1.349693718,-0.594222499,4.580845177,5.209439945
2021/3/22,5.239489676,1.306578191,-0.596195984,4.581357914,5.239489676
2021/3/29,5.150559965,1.399920831,-0.571670258,4.557615461,5.150559965
2021/4/5,5.163790288,1.338456494,-0.528972431,4.594569326,5.163790288
2021/4/12,5.265888078,1.364148809,-0.480872697,4.637299559,5.265888078
2021/4/19,5.253781283,1.375271592,-0.439581012,4.607798034,5.253781283
2021/4/26,5.337974119,1.375010048,-0.413416369,4.60054819,5.337974119
2021/5/3,5.204095553,1.408239965,-0.409398276,4.584692986,5.204095553
2021/5/10,5.281317498,1.448485473,-0.424431783,4.641662462,5.281317498
2021/5/17,5.267364184,1.459607858,-0.435022824,4.625631365,5.267364184
2021/5/24,5.215330832,1.458529936,-0.414155968,4.627673032,5.215330832
2021/5/31,5.097541886,1.43548033,-0.343408267,4.630142998,5.097541886
2021/6/7,5.046147746,1.442031581,-0.231249489,4.524409105,5.046147746
2021/6/14,4.990147865,1.463466374,-0.122187453,4.502003545,4.990147865
2021/6/21,5.034042586,1.429982858,-0.042382788,4.545232872,5.034042586
2021/6/28,5.048744694,1.458314031,-0.00237678,4.534749328,5.048744694
2021/7/5,5.145401536,1.462825664,-0.012708827,4.541441945,5.145401536
2021/7/12,5.244306815,1.462611883,-0.073398339,4.59645414,5.244306815
2021/7/19,5.274848014,1.444713799,-0.175979855,4.689708333,5.274848014
2021/7/26,5.239309492,1.461755709,-0.308229304,4.620562849,5.239309492
2021/8/2,4.621560535,1.447600963,-0.428398551,4.879898324,4.621560535
2021/8/9,4.789411474,1.440684234,-0.464106466,4.649617156,4.789411474
2021/8/16,5.017813533,1.452881204,-0.416352933,4.605929636,5.017813533
2021/8/23,5.05969592,1.441582929,-0.333529948,4.604323272,5.05969592
2021/8/30,5.097437794,1.448485473,-0.254605816,4.588954833,5.097437794
2021/9/6,5.221403804,1.469822016,-0.197878973,4.610628228,5.221403804
2021/9/13,5.276333105,1.458098017,-0.161324147,4.624715143,5.276333105
2021/9/20,5.108818626,1.452662471,-0.138208961,4.924134497,5.108818626
2021/9/27,3.966986025,1.458529936,-0.124201595,4.975183569,3.966986025
2021/10/4,3.648164779,1.431823092,-0.116158516,4.872785398,3.648164779
2021/10/11,3.732795698,1.385861516,-0.112470131,4.753521778,3.732795698
2021/10/18,5.063746062,1.331860941,-0.112943408,4.660011221,5.063746062
2021/10/25,5.231433907,1.366556361,-0.117580402,4.633862172,5.231433907
2021/11/1,5.213055326,1.390177837,-0.126504892,4.635252464,5.213055326
2021/11/8,5.201044629,1.29603805,-0.139843413,4.613683291,5.201044629
2021/11/15,5.248201395,1.341575827,-0.157314102,4.559439777,5.248201395
2021/11/22,5.277762737,1.271509704,-0.178543737,4.589312765,5.277762737
2021/11/29,5.218328024,1.253199496,-0.203147029,4.614454263,5.218328024
2021/12/6,5.205131253,1.292256071,-0.230599749,4.602222821,5.205131253
2021/12/13,5.230252167,1.279080015,-0.259420248,4.652410742,5.230252167
2021/12/20,5.241720761,1.223458855,-0.28718628,4.702068473,5.241720761
2021/12/27,5.294223659,1.176091259,-0.310816372,4.674052398,5.294223659
2022/1/3,5.29078229,1.262789985,-0.326669953,4.618821812,5.29078229
2022/1/10,5.22570462,1.207595902,-0.330969504,4.640173247,5.22570462
2022/1/17,5.037103645,1.224199972,-0.320574444,4.574482699,5.037103645
2022/1/24,5.03686833,1.241973166,-0.293863377,4.587666074,5.03686833
2022/1/31,5.025248502,1.082272323,-0.251249319,4.564121376,5.025248502
2022/2/7,5.177357551,1.189931242,-0.240181123,4.657419207,5.177357551
2022/2/14,5.210500441,1.147013448,-0.465846926,4.732361589,5.210500441
2022/2/21,5.252595775,1.071355909,-0.345611659,4.730604647,5.252595775
2022/2/28,5.003693128,1.295410003,-0.463698281,4.695210158,5.003693128
2022/3/7,5.094879725,1.290352659,-0.528760927,4.709634547,5.094879725
2022/3/14,5.018908444,1.348026558,-0.640734686,4.795984236,5.018908444
2022/3/21,4.989832327,1.316269962,-0.800120252,4.76855671,4.989832327
2022/3/28,5.048612691,1.265828202,-0.92233613,4.668581585,5.048612691
2022/4/4,5.028599717,1.326628414,-0.746244872,4.637319581,5.028599717
2022/4/11,5.05905575,1.3619975,-0.861638289,4.631118941,5.05905575
2022/4/18,5.086882805,1.339593391,-0.764728277,4.648808713,5.086882805
2022/4/25,5.217433932,1.404100317,-0.821104745,4.660865478,5.217433932
2022/5/2,5.118258111,1.357390277,-0.542124889,4.617545489,5.118258111
2022/5/9,4.99898256,1.380469673,-0.742640747,4.690125169,4.99898256
2022/5/16,5.107393149,1.371595559,-0.605318029,4.630549908,5.107393149
2022/5/23,5.092288942,1.406783415,-0.443409075,4.612275117,5.092288942
2022/5/30,5.115244285,1.440684234,-0.524396122,4.581335139,5.115244285
2022/6/6,5.089922765,1.417590304,-0.398914856,4.632993502,5.089922765
2022/6/13,5.049566869,1.432281935,-0.434491011,4.832751539,5.049566869
2022/6/20,3.312600439,1.45200561,-0.800120252,5.112346895,3.312600439
2022/6/27,3.309417226,1.440234188,-0.968093623,4.91826106,3.309417226
2022/7/4,3.222456337,1.446048722,-1.22336613,4.869507468,3.222456337
2022/7/11,3.167612673,1.467502399,-2.524396067,4.820556109,3.167612673
2022/7/18,3.138302698,1.477947695,-1.746244865,4.820700513,3.138302698
2022/7/25,3.249931757,1.479595874,0,4.803265875,3.249931757
2022/8/1,4.380609163,1.452662471,-1.825426121,4.748381865,4.380609163
2022/8/8,4.693498313,1.426743567,-1.348304866,4.708463393,4.693498313
2022/8/15,4.91527317,1.446492786,-0.825426118,4.653251116,4.91527317
2022/8/22,4.967772553,1.460038279,-0.533170046,4.817823093,4.967772553
2022/8/29,4.982872495,1.465170327,-0.587380014,4.622628426,4.982872495
2022/9/5,4.979120243,1.458961426,-0.667063625,4.594049842,4.979120243
2022/9/12,5.045714059,1.485924131,-0.558254389,4.606456608,5.045714059
2022/9/19,5.121887985,1.445826519,-0.492987658,4.619176841,5.121887985
2022/9/26,5.223812526,1.435935327,-0.577452851,5.075536013,5.223812526
2022/10/3,5.089311523,1.437976935,-0.336875401,4.597695186,5.089311523
2022/10/10,5.030219092,1.390177837,-0.721622398,4.859360493,5.030219092
2022/10/17,5.06196112,1.373699958,-0.515795951,5.230643033,5.06196112
2022/10/24,5.022527344,1.378397901,-0.68870555,4.695718022,5.022527344
2022/10/31,4.653309013,1.311451111,-0.718216148,4.975137584,4.653309013
2022/11/7,4.95069094,1.346632353,-0.742640747,4.678144926,4.95069094
2022/11/14,4.980925552,1.373962292,-0.661073263,4.706939566,4.980925552
2022/11/21,4.857187707,1.348860938,-0.607942174,4.722559889,4.857187707
2022/11/28,4.838924614,1.273827713,-0.63509442,5.28266742,4.838924614
2022/12/5,4.946957992,1.199833506,-0.544392751,4.748622104,4.946957992
2022/12/12,4.960608702,1.096910013,-0.530959892,4.727533124,4.960608702
2022/12/19,4.681304567,1.17401825,-0.704852187,4.656203647,4.681304567
2022/12/26,4.921728083,1.165625825,-0.757240257,4.644930708,4.921728083
2023/1/2,5.143807679,1.230448921,-0.682411318,4.709159677,5.143807679
2023/1/9,5.376116872,1.259047511,-0.438036291,4.776839149,5.376116872
2023/1/16,5.359683737,1.132625565,-0.420592401,4.685696964,5.359683737
2023/1/23,5.47142814,1.129413653,-0.441610752,4.734711842,5.47142814
2023/1/30,5.377934285,1.226783967,-0.355604102,4.776003429,5.377934285
2023/2/6,5.384512907,1.276461804,-0.390857213,5.227663075,5.384512907
2023/2/13,5.419841793,1.26245109,-0.403822191,4.718227573,5.419841793
2023/2/20,5.423163924,1.240549248,-0.309552274,4.699230503,5.423163924
2023/2/27,5.431220584,1.259047511,-0.283846874,4.670700325,5.431220584
2023/3/6,5.433292888,1.311753861,-0.300381311,4.661642341,5.433292888
2023/3/13,5.479778231,1.307801556,-0.29522642,4.716904404,5.479778231
2023/3/20,5.463116236,1.347748075,-0.373639682,4.803388825,5.463116236
2023/3/27,5.4074164,1.273827713,-0.259578299,4.772849582,5.4074164
2023/4/3,5.355215822,1.334453751,-0.162668286,4.73715287,5.355215822
2023/4/10,5.527415923,1.368685259,-0.228829022,4.72534799,5.527415923
2023/4/17,5.528195275,1.373437465,-0.174148104,4.779719115,5.528195275
2023/4/24,5.611435453,1.349693718,-0.211584296,4.716320597,5.611435453
2023/5/1,5.542395898,1.393199028,-0.265519493,4.663040975,5.542395898
2023/5/8,5.497499113,1.338171804,-0.325739035,4.726556065,5.497499113
2023/5/15,5.571076141,1.425580796,-0.372107778,4.66101717,5.571076141
2023/5/22,5.511439486,1.424648333,-0.382946349,4.625188937,5.511439486
2023/5/29,5.473635846,1.467502399,-0.329881781,4.637319581,5.473635846
2023/6/5,5.52706637,1.44627081,-0.304288034,4.649928443,5.52706637
2023/6/12,5.50370082,1.437297465,-0.129069729,4.675622554,5.50370082
2023/6/19,5.566430421,1.459607858,-0.080351326,4.639107811,5.566430421
2023/6/26,5.554559417,1.455497444,-0.235476516,4.630814195,5.554559417
2023/7/3,5.600701785,1.457881897,-0.304288034,4.649334859,5.600701785
2023/7/10,5.637247498,1.469401188,-0.200113667,4.692212192,5.637247498
2023/7/17,5.631592905,1.44782226,-0.200113667,4.722123656,5.631592905
2023/7/24,5.668996854,1.48164734,-0.264324734,4.729739687,5.668996854
2023/7/31,5.717378379,1.458529936,-0.198060261,4.676958677,5.717378379
2023/8/7,5.750094731,1.448927054,-0.177066107,4.708352904,5.750094731
2023/8/14,5.754718246,1.45917701,-0.15332826,4.682036715,5.754718246
2023/8/21,5.72568463,1.457449332,-0.217971094,4.631433622,5.72568463
2023/8/28,5.4356501,1.43548033,-0.214765955,4.70404751,5.4356501
2023/9/4,5.530875595,1.432052574,-0.336875401,4.688597775,5.530875595
2023/9/11,5.596999319,1.424648333,-0.242227344,4.646393923,5.596999319
2023/9/18,5.63000558,1.457665668,-0.210528902,4.56801388,5.63000558
2023/9/25,5.668034425,1.459392488,-0.192968826,4.553421799,5.668034425
2023/10/2,5.692572866,1.432740293,-0.141478987,4.6599162,5.692572866
2023/10/9,5.607075252,1.388659323,-0.148732508,4.604139618,5.607075252
2023/10/16,5.602133815,1.374486486,-0.196016519,4.590774981,5.602133815
2023/10/23,5.633087523,1.398931549,-0.200113667,4.53145337,5.633087523
2023/10/30,5.616218117,1.396697391,-0.258399751,4.51339075,5.616218117
2023/11/6,5.600746438,1.396199347,-0.329881781,4.582267956,5.600746438
2023/11/13,5.642915398,1.284269556,-0.283846874,4.604204446,5.642915398
2023/11/20,5.630987927,1.331571893,-0.224453222,4.58336883,5.630987927
2023/11/27,5.595562353,1.322514633,-0.259578299,4.584037071,5.595562353
2023/12/4,5.614078453,1.320443037,-0.252554516,4.630905641,5.614078453
2023/12/11,5.630242726,1.307190304,-0.179022391,4.733237401,5.630242726
2023/12/18,5.626337287,1.047552994,-0.173179777,4.75869999,5.626337287
2023/12/25,5.708652009,1.250071311,-0.157973165,4.697978682,5.708652009
2024/1/1,5.569139725,1.261432814,-0.27397612,4.654859705,5.569139725
2024/1/8,5.621321715,1.282654476,-0.221200065,4.689610718,5.621321715
